SAMPLE	DATASET	CONTINENT	SUBREGION	COUNTRY	POPULATION	GENOTYPING_METHOD
SCOTT2016_NDD-1357-4-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1357-4-8	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1367-II-5-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-142-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-143-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-143-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1476-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1476-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1476-5-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1479-3-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1479-3-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1492-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1492-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1492-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-151-1-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-151-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-151-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1521-1-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1521-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1521-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1522-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1522-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1523-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1523-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1535-3-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1535-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1535-4-3	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1536-3-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1536-3-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1536-4-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-156-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-157-1-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-157-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-157-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-158-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1580-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1580-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1580-4-5	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1586-5-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1586-5-3	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1594-4-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1600-5-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1601-5-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1601-6-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1637-3-2	SCOTT2016	Unknown	Unknown	Unknown	Pakistani	Exome_sequencing
SCOTT2016_NDD-168-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-168-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-168-2-3	SCOTT2016	Unknown	Unknown	Unknown	Chinese	Exome_sequencing
SCOTT2016_NDD-187-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-187-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-188-2-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-191-2-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-230-2-8	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-231-3-1	SCOTT2016	Unknown	Unknown	Unknown	Hispanic	Exome_sequencing
SCOTT2016_NDD-231-3-6	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-232-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-238-1-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-238-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-238-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-244-2-5	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-247-3-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-265-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-267-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-306-1-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-306-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-306-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-376-II-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-376-II-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-411-3-5	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-446-1-1	SCOTT2016	Unknown	Unknown	Unknown	Indian	Exome_sequencing
SCOTT2016_NDD-446-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-556-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-556-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-556-4-1	SCOTT2016	Unknown	Unknown	Unknown	Korean	Exome_sequencing
SCOTT2016_NDD-574-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-578-3-4_NDD-1015	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-587-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-609-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-645-1-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-645-1-2	SCOTT2016	Unknown	Unknown	Unknown	Indian	Exome_sequencing
SCOTT2016_NDD-649-3-2	SCOTT2016	Unknown	Unknown	Unknown	Indian	Exome_sequencing
SCOTT2016_NDD-649-3-4	SCOTT2016	Unknown	Unknown	Unknown	Indian	Exome_sequencing
SCOTT2016_NDD-664-I-5-1	SCOTT2016	Unknown	Unknown	Unknown	Indian	Exome_sequencing
SCOTT2016_NDD-664-IV-4-5	SCOTT2016	Unknown	Unknown	Unknown	Indian	Exome_sequencing
SCOTT2016_NDD-672-II-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-678-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-679-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-679-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-679-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-790-I-5-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-841-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-841-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-865-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-865-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-888-4-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-891-5-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-937-4-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-952-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-952-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-953-2-1	SCOTT2016	Unknown	Unknown	Unknown	Hispanic	Exome_sequencing
SCOTT2016_NDD-953-2-2	SCOTT2016	Unknown	Unknown	Unknown	Israeli	Exome_sequencing
SCOTT2016_NDD-953-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-956-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-956-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-958-4-3	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-987-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-987-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-987-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-991-II-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-996-4-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-998-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-998-4-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1547-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1547-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1547-5-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1057-I-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1057-II-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1243-4-5	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1243-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-752-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-752-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-752-5-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1233-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1233-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1022-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1022-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1024-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1024-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1024-5-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1236-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1236-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1236-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1236-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1275-IV-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1275-IV-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1292-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1298-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1298-4-5	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1307-I-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1307-I-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1344-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1344-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1389-5-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1389-5-3	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1391-5-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1391-5-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1548-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1548-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1584-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1631-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1631-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-805-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-805-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-805-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-819-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-819-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-923-IV-5-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-923-IV-5-3	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-974-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-974-2-3	SCOTT2016	Unknown	Unknown	Unknown	Pakistani	Exome_sequencing
SCOTT2016_NDD-980-3-1	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_NDD-980-3-2	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_NDD-414-4-2	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_NDD-1155-4-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1155-4-3	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1133-1-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1133-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1137-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1137-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1139-1-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1139-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1139-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1260-2-7	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1260-2-8	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1260-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1270-5-3	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1270-5-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1388-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1388-4-3	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-514-2-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-514-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-514-3-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-561-I-2-3	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-561-II-2-5	SCOTT2016	Unknown	Unknown	Unknown	Brazilian	Exome_sequencing
SCOTT2016_NDD-175-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-175-4-4	SCOTT2016	Unknown	Unknown	Unknown	Turkish	Exome_sequencing
SCOTT2016_NDD-1044-3-3	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1044-3-4	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1427-3-10	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1427-3-9	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1232-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1232-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1387-1-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1387-1-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1387-2-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1557-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1632-I-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1632-I-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-988-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1433-3-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1433-3-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1433-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1381-3-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1381-4-1	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-1503-4-1	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-1503-4-2	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-183-2-11	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-183-2-6	SCOTT2016	Unknown	Unknown	Unknown	Arabic	Exome_sequencing
SCOTT2016_NDD-243-2-2	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_NDD-243-2-3	SCOTT2016	Unknown	Unknown	Unknown	Caucasian	Exome_sequencing
SCOTT2016_8720636055	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_5034228502	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_2008789946	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_3631169898	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_3388755617	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_6440824279	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_6761959883	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_4918940767	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_5490895094	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_9225323013	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_5080231979	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_5267458569	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_7176927102	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_7176277184	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_8583078370	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_2420531139	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_5650499522	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_5338132864	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_5241549328	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_1439984149	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_8186083090	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_7695235566	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_8465877893	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_1698995025	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_8567546218	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_1847967597	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_8747545121	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_8754347868	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_6113320003	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_1334514225	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_8300172854	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_1815185187	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_9152047348	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_433313501	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_2828808803	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_9363632586	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_7511850709	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_1806259636	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_7643820892	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_483418672	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_4245935266	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_4993377427	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_7172333281	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
SCOTT2016_3128944284	SCOTT2016	Unknown	Unknown	Unknown	Unknown	Exome_sequencing
